setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,tp_wick,tp_wick_rr,tp_nextpool,tp_nextpool_rr,tp_nextpool_zone_source,tp2_collapsed_to_tp1,tp_targets,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_retrace_pct_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_tier,sweep2_level,sweep2_pierce_atr,sweep2_rejection_ratio,sweep2_follow_atr,sweep2_pools_swept,sweep2_rn_aligned,sweep2_rn_dist_atr,sweep2_eq_size,sweep2_age_at_alert_h1,sweep2_tiers_checked,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
A7970,EURUSD,2016-01-29T04:00:00+00:00,2016-01-29T14:00:00+00:00,2016-01-29T14:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.0849,1.08369,1.08349,1.08611,,1.0,,1.08611,1.0,wick,,,,,,,,False,triple,sl,1.08349,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.118,1.495,20.0,True,0.833,0,-1,-1,68.0,66.0,58,premium,0.0,,6.0,3.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-26T18:00:00+00:00,BOS,BOS,0,holding,True,partial,False,0,0.15,0.56,0.56,marginal,0.597,0.112,2.24,0.001692,0.396,0,25.789,False,,,,,False,4,bullish,with_trend,False,False,False,,1.09674,79.5,False,False,False,INSIDE,intact,intact,intact,intact,1.206,4.255,PD,PW,True,,,,,2.571,2.0,False,1.737,False,0.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-01-29T03:00:00+00:00,2,2016-01-26T20:00:00+00:00,LONG,,counter,55.0,False,1,fresh,NY,NY,False,True,Fill only,,,0.3624,1.09757,1.0777,discount,mixed,2.925,0.398,0.414,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Advance GDP q/q,USD,0.0,
A7971,EURUSD,2016-01-29T04:00:00+00:00,2016-01-29T13:00:00+00:00,2016-01-29T14:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.08636,1.08524,1.08504,1.08748,,1.0,,1.08748,1.0,wick,,,,,,,,False,triple,sl,1.08504,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,1.397,,22.0,,1.054,1,-1,-1,55.0,52.0,46,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2016-01-27T06:00:00+00:00,BOS,BOS,0,holding,False,none,False,1,0.18,0.45,0.45,marginal,0.734,,1.572,0.001253,0.489,1,25.789,False,,,,,False,4,bullish,with_trend,False,False,False,,1.09674,88.6,False,False,False,INSIDE,intact,intact,intact,intact,0.463,6.912,PD,PW,True,,,9.642,2.0,1.062,2.0,False,0.008,True,0.0,high,1.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-01-29T03:00:00+00:00,2,2016-01-27T09:00:00+00:00,LONG,,counter,70.8,False,2,no_fvg,Asia,NY,False,True,Fill only,,,0.4358,1.09757,1.0777,discount,mixed,-1.197,0.324,0.386,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Advance GDP q/q,USD,1.0,Advance GDP q/q
A7972,EURUSD,2016-01-29T04:00:00+00:00,2016-01-29T13:00:00+00:00,2016-01-29T13:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.08788,1.0864,1.0862,1.08936,,1.0,,1.08936,1.0,wick,,,,,,,,False,triple,sl,1.0862,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.038,3.961,25.0,True,1.27,0,-1,-1,51.0,49.0,42,premium,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2016-01-27T10:00:00+00:00,BOS,BOS,0,holding,False,full,False,2,0.41,0.93,0.93,marginal,0.968,,2.411,0.001323,0.242,0,25.789,False,,,,,False,4,bullish,with_trend,False,False,False,,1.09674,75.7,False,True,False,INSIDE,intact,intact,intact,intact,6.698,0.711,PD,PD,False,,,7.983,2.0,2.154,2.0,False,0.884,True,0.0,high,1.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-01-29T03:00:00+00:00,2,2016-01-27T12:00:00+00:00,LONG,,counter,81.2,False,3,stale,London,NY,False,True,Fill only,,,0.5123,1.09757,1.0777,premium,both_premium,-1.134,0.324,0.386,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Advance GDP q/q,USD,1.0,Advance GDP q/q
A7973,EURUSD,2016-01-29T08:00:00+00:00,2016-01-29T14:00:00+00:00,2016-01-29T14:00:00+00:00,London,bullish,BOS BOS,proximal,1.0849,1.08369,1.08349,1.08828,,2.79,,1.09483,8.21,zone,,,1.0943,7.77,,,,False,triple,sl,1.08349,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.118,1.495,23.0,True,0.833,0,-1,-1,68.0,66.0,62,premium,0.0,,6.0,3.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-26T18:00:00+00:00,BOS,BOS,0,holding,True,partial,False,0,0.15,0.56,0.56,marginal,0.597,0.112,2.24,0.001692,0.396,0,45.131,False,,,,,False,8,bullish,with_trend,False,False,False,,1.09674,79.5,False,False,False,INSIDE,intact,intact,intact,intact,1.206,4.255,PD,PW,True,,,,,2.571,2.0,False,1.737,False,0.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-01-29T07:00:00+00:00,3,2016-01-26T20:00:00+00:00,LONG,,counter,55.0,False,1,fresh,NY,NY,False,True,Fill only,,,0.3624,1.09757,1.0777,discount,mixed,2.925,0.398,0.414,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Advance GDP q/q,USD,0.0,
A7974,EURUSD,2016-01-29T14:00:00+00:00,2016-01-29T15:00:00+00:00,2016-01-29T16:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.08324,1.08125,1.08105,1.08828,,2.53,,1.09483,5.82,zone,,,1.09412,5.47,,,,False,triple,sl,1.08105,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.063,0.0,21.0,True,1.541,1,-1,-1,102.0,97.0,101,premium,1.0,True,5.0,4.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2016-01-25T09:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,2,0.22,0.37,0.25,marginal,1.26,,1.506,0.001421,0.637,1,49.375,False,,,,,False,14,bullish,counter_trend,False,False,True,bearish,1.09674,87.8,False,False,False,EXPANSION_DOWN,intact,broken,intact,intact,9.502,3.899,PD,PW,False,,,,,,,,,,0.0,high,0.0,0.0,False,,,,,,0,,,,,"pd,eq",2016-01-29T13:00:00+00:00,3,2016-01-25T14:00:00+00:00,LONG,,counter,51.3,False,0,stale,London,NY,True,True,Both,,,0.2788,1.09757,1.0777,discount,mixed,5.272,0.456,0.523,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
A7975,EURUSD,2016-01-29T14:00:00+00:00,2016-02-01T14:00:00+00:00,2016-02-01T16:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.08992,1.09247,1.09267,1.0877,,0.87,,1.08596,1.55,zone,,,1.08667,1.27,,,,False,triple,tp1,1.0877,0.807,0.87,0.0,201.75,True,,0.807,-0.484,1.0,,,,,,,1.169,2,2,-1,76.0,25.0,4,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-01-29T10:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.85,2.14,1.43,marginal,0.999,,0.914,0.002353,0.409,2,49.375,False,,,,,False,14,bullish,ambiguous,False,False,True,bearish,1.08615,84.2,False,False,True,INSIDE,intact,intact,intact,intact,2.087,3.808,PD,PD,False,,,,,3.808,2.0,True,,,2.0,low,0.0,2.0,False,,,,,,0,,,,,"pd,eq",2016-01-29T13:00:00+00:00,1,2016-01-29T13:00:00+00:00,SHORT,,counter,35.6,False,0,no_fvg,London,NY,False,True,Fill only,,,0.615,1.09757,1.0777,premium,mixed,0.914,0.46,1.0,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,ISM Manufacturing PMI,USD,1.0,ISM Manufacturing PMI
A7976,EURUSD,2016-02-01T11:00:00+00:00,2016-02-01T14:00:00+00:00,2016-02-01T15:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.08897,1.09071,1.09091,1.08289,,3.49,,1.08142,4.34,zone,,,1.08177,4.14,,,,False,triple,sl,1.09091,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,0.294,14.777,,True,1.676,1,-1,-1,77.0,25.0,26,premium,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-01-29T09:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,2.01,5.09,3.4,strong,1.33,2.738,1.857,0.001158,0.617,3,42.232,False,,,,,False,11,bullish,ambiguous,False,False,True,bearish,1.08096,82.8,False,False,False,INSIDE,intact,intact,intact,intact,5.061,6.918,PD,PD,False,,,,,,,,,,2.0,low,0.0,0.0,False,,,,,,0,,,,,"pd,eq",2016-02-01T10:00:00+00:00,1,2016-01-29T13:00:00+00:00,SHORT,,aligned,50.8,False,0,fresh,London,NY,True,True,Both,,,0.5654,1.09674,1.07886,premium,both_premium,1.857,0.46,1.0,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,ISM Manufacturing PMI,USD,1.0,ISM Manufacturing PMI
A7977,EURUSD,2016-02-01T13:00:00+00:00,2016-02-01T14:00:00+00:00,2016-02-02T13:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.08992,1.09247,1.09267,1.08562,,1.69,,1.08407,2.29,zone,,,1.08444,2.15,,,,False,triple,sl,1.09267,-1.0,-1.0,-1.0,-250.0,True,,0.891,-0.855,-1.122,False,False,0.434,,,,1.169,23,-1,-1,76.0,25.0,27,discount,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-29T10:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.85,2.14,1.43,marginal,0.999,1.347,0.914,0.002353,0.409,2,37.576,False,,,,,False,13,bullish,ambiguous,False,False,True,bearish,1.08096,92.7,False,False,True,INSIDE,intact,intact,intact,intact,2.087,3.808,PD,PD,False,,,,,3.808,2.0,True,,,2.0,low,0.0,2.0,False,,,,,,0,,,,,"pd,eq",2016-02-01T12:00:00+00:00,2,2016-01-29T13:00:00+00:00,SHORT,,counter,35.6,False,0,fresh,London,NY,False,True,Fill only,,,0.6186,1.09674,1.07886,premium,mixed,0.914,0.46,1.0,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,ISM Manufacturing PMI,USD,1.0,ISM Manufacturing PMI
A7978,EURUSD,2016-02-02T05:00:00+00:00,2016-02-02T05:00:00+00:00,2016-02-02T13:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.09034,1.08935,1.08915,1.09255,,2.23,,1.09255,2.23,wick,,,1.09255,2.23,,,,True,triple,tp1,1.09255,1.857,2.23,0.0,464.25,True,,1.857,-0.681,1.0,,,,,,,0.843,8,8,-1,3.0,1.0,3,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-02-02T02:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.7,0.94,0.94,marginal,0.559,,1.714,0.001412,0.266,0,43.09,False,,,,,False,5,bullish,with_trend,False,False,False,,1.09188,41.7,False,True,False,INSIDE,intact,intact,intact,intact,0.644,6.317,PD,PD,True,,,,,,,,,,6.0,low,0.0,0.0,False,,,,,,0,,,,,"pd,eq",2016-02-02T04:00:00+00:00,1,2016-02-02T04:00:00+00:00,LONG,True,counter,85.9,False,1,no_fvg,Asia,Asia,False,False,Neither,,,0.6421,1.09674,1.07886,premium,both_premium,-1.232,0.427,0.835,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
A7979,EURUSD,2016-02-02T12:00:00+00:00,2016-02-02T12:00:00+00:00,2016-02-02T15:00:00+00:00,London,bullish,Range BOS,proximal,1.09181,1.0901,1.0899,1.09483,,1.77,,1.09483,1.77,wick,,,1.09483,1.77,,,,True,triple,sl,1.09181,0.0,-1.0,-1.0,0.0,True,,1.131,-0.482,0.0,False,False,2.028,,22.0,,1.49,3,-1,-1,7.0,1.0,7,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-02-02T05:00:00+00:00,BOS,Range,0,holding,False,full,False,0,0.19,0.75,0.75,marginal,1.178,,2.878,0.001282,0.828,3,56.681,False,,,,,False,12,bullish,with_trend,False,False,False,,1.09223,10.4,False,True,False,SWEPT_HIGH,swept,intact,intact,intact,3.845,8.104,PW,PD,True,1.0,PD,,,,,,,,13.0,low,0.0,0.0,False,,,,,,0,,,,,"pd,eq",2016-02-02T11:00:00+00:00,1,2016-02-02T11:00:00+00:00,LONG,False,counter,96.3,False,1,fresh,Asia,London,False,True,Fill only,,,0.7243,1.09674,1.07886,premium,both_premium,-0.484,0.447,0.581,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
A7980,EURUSD,2016-02-03T11:00:00+00:00,2016-02-03T11:00:00+00:00,2016-02-03T13:00:00+00:00,London,bullish,BOS BOS,proximal,1.09228,1.09048,1.09028,1.09358,,0.72,,1.09358,0.72,wick,,,1.09358,0.72,,,,True,triple,tp1,1.09358,0.65,0.72,13.645,162.5,True,,0.65,-0.62,1.0,,,,,,,1.652,2,2,-1,4.0,1.0,4,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-02-03T07:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.12,1.05,1.05,marginal,1.322,,3.915,0.001211,0.838,0,62.7,False,,,,,False,11,bullish,with_trend,False,False,False,,1.09329,19.8,False,False,False,INSIDE,intact,intact,intact,intact,1.396,3.378,PD,PD,True,,,,,,,,,,2.0,high,0.0,0.0,False,,,,,,0,,,,,"pd,eq",2016-02-03T10:00:00+00:00,1,2016-02-03T10:00:00+00:00,LONG,,counter,87.0,False,3,no_fvg,London,London,True,False,OB only,,,0.7506,1.09674,1.07886,premium,both_premium,-1.991,0.599,0.36,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,ADP Non-Farm Employment Change
A7981,EURUSD,2016-02-04T09:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.10886,1.10682,1.10662,1.11452,,2.77,,1.11452,2.77,wick,,,1.11452,2.77,,,,True,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.858,0,-1,-1,,,3,premium,0.0,,6.0,3.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2016-02-04T06:00:00+00:00,BOS,BOS,0,holding,False,none,True,0,0.65,2.11,2.11,solid,0.705,,1.613,0.002609,0.772,0,53.354,False,,,,,False,9,bullish,with_trend,False,False,False,,1.114,78.2,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq",2016-02-04T08:00:00+00:00,1,2016-02-04T08:00:00+00:00,LONG,,counter,83.1,False,4,no_fvg,Asia,London,False,False,never_filled,,,1.6779,1.09674,1.07886,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
A7982,EURUSD,2016-02-04T16:00:00+00:00,2016-02-08T13:00:00+00:00,2016-02-08T14:00:00+00:00,NY,bullish,BOS BOS,proximal,1.10886,1.10682,1.10662,1.1109,,1.0,,1.1109,1.0,wick,,,,,,,,False,triple,tp1,1.1109,0.911,1.0,6.223,227.75,True,,0.911,-0.0,1.0,,,,,,,0.858,1,1,-1,103.0,53.0,10,premium,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2016-02-04T06:00:00+00:00,BOS,BOS,0,holding,True,pristine,True,0,0.65,2.11,2.11,solid,0.705,1.583,1.613,0.002609,0.772,0,38.764,False,,,,,False,16,bullish,with_trend,False,False,False,,1.12387,91.3,False,False,False,INSIDE,intact,intact,intact,intact,0.759,10.516,PD,PW,True,,,,,0.74,3.0,False,-0.119,False,76.0,high,0.0,2.0,False,,,,,,0,,,,,"pd,eq",2016-02-04T15:00:00+00:00,2,2016-02-04T08:00:00+00:00,LONG,,counter,83.1,False,4,fresh,Asia,NY,False,True,Fill only,,,1.6779,1.09674,1.07886,premium,both_premium,2.388,0.634,0.237,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
A7983,EURUSD,2016-02-05T15:00:00+00:00,2016-02-08T13:00:00+00:00,2016-02-08T14:00:00+00:00,NY,bullish,BOS BOS,proximal,1.10886,1.10682,1.10662,1.1109,,1.0,,1.1109,1.0,wick,,,,,,,,False,triple,tp1,1.1109,0.911,1.0,6.223,227.75,True,,0.911,-0.0,1.0,,,,,,,0.858,1,1,-1,103.0,53.0,33,premium,0.0,,7.0,3.0,1.0,1.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2016-02-04T06:00:00+00:00,BOS,BOS,0,holding,True,partial,True,0,0.65,2.11,2.11,solid,0.705,1.583,1.613,0.002609,0.772,0,35.203,False,,,,,False,15,bullish,counter_trend,False,False,True,bearish,1.12468,91.7,False,False,False,INSIDE,intact,intact,intact,intact,0.759,10.516,PD,PW,True,,,,,0.74,3.0,False,-0.119,False,76.0,high,0.0,2.0,False,,,,,,0,,,,,"pd,eq",2016-02-05T14:00:00+00:00,3,2016-02-04T08:00:00+00:00,LONG,,counter,83.1,False,4,fresh,Asia,NY,False,True,Fill only,,,1.6779,1.09674,1.07886,premium,both_premium,2.388,0.634,0.237,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
A7984,EURUSD,2016-02-05T15:00:00+00:00,2016-02-08T16:00:00+00:00,2016-02-08T17:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.11865,1.12019,1.12039,1.11711,,1.0,,1.11711,1.0,wick,,,,,,,,False,triple,tp1,1.11711,0.885,1.0,0.0,221.25,True,,0.885,-0.0,1.0,,,,,,,0.74,1,1,-1,81.0,26.0,8,premium,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-02-05T07:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.82,0.91,0.6,marginal,0.57,0.982,2.705,0.002351,0.313,3,35.203,False,,,,,False,15,bullish,ambiguous,False,False,True,bearish,1.11133,68.0,False,False,False,SWEPT_LOW,intact,swept,intact,intact,2.564,15.833,PW,PW,False,1.0,PD,,,16.029,2.0,True,,,56.0,low,0.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-02-05T14:00:00+00:00,1,2016-02-05T14:00:00+00:00,SHORT,,aligned,87.8,False,0,fresh,London,NY,True,True,Both,,,2.2254,1.09674,1.07886,premium,both_premium,1.221,0.515,0.292,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
A7985,EURUSD,2016-02-08T09:00:00+00:00,2016-02-08T16:00:00+00:00,2016-02-08T18:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.11865,1.12019,1.12039,1.11393,,3.06,,1.11279,3.81,zone,,,1.11315,3.57,,,,False,triple,sl,1.11865,0.0,-1.0,-1.0,0.0,True,,1.747,-0.0,0.0,False,False,0.23,,,,0.74,2,-1,-1,81.0,26.0,26,premium,1.0,True,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-02-05T07:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.82,0.91,0.6,marginal,0.57,0.982,2.705,0.002351,0.313,3,53.686,False,,,,,False,9,bullish,counter_trend,False,False,False,,1.11084,69.4,False,False,False,SWEPT_LOW,intact,swept,intact,intact,2.564,15.833,PW,PW,False,1.0,PD,,,16.029,2.0,True,,,56.0,low,0.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-02-08T08:00:00+00:00,2,2016-02-05T14:00:00+00:00,SHORT,False,aligned,87.8,False,0,fresh,London,NY,True,True,Both,,,0.8606,1.12468,1.08142,premium,both_premium,1.221,0.515,0.292,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
A7986,EURUSD,2016-02-08T12:00:00+00:00,2016-02-08T13:00:00+00:00,2016-02-08T14:00:00+00:00,London,bullish,BOS BOS,proximal,1.10886,1.10682,1.10662,1.1109,,1.0,,1.1109,1.0,wick,,,,,,,,False,triple,tp1,1.1109,0.911,1.0,6.223,227.75,True,,0.911,-0.0,1.0,,,,,,,0.858,1,1,-1,103.0,53.0,54,premium,0.0,,7.0,3.0,1.0,1.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2016-02-04T06:00:00+00:00,BOS,BOS,0,holding,True,partial,True,0,0.65,2.11,2.11,solid,0.705,1.583,1.613,0.002609,0.772,0,42.333,False,,,,,False,12,bullish,counter_trend,False,False,True,bearish,1.12468,91.7,False,False,False,INSIDE,intact,intact,intact,intact,0.759,10.516,PD,PW,True,,,,,0.74,3.0,False,-0.119,False,76.0,high,0.0,2.0,False,,,,,,0,,,,,"pd,eq",2016-02-08T11:00:00+00:00,4,2016-02-04T08:00:00+00:00,LONG,,counter,83.1,False,4,fresh,Asia,NY,False,True,Fill only,,,0.6343,1.12468,1.08142,premium,both_premium,2.388,0.634,0.237,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
A7987,EURUSD,2016-02-08T12:00:00+00:00,2016-02-08T16:00:00+00:00,2016-02-08T16:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.11522,1.11848,1.11868,1.11084,,1.34,,1.11084,1.34,wick,,,1.11084,1.34,,,,True,triple,sl,1.11868,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,0.573,8.823,,False,2.022,0,-1,-1,7.0,5.0,3,premium,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-02-08T09:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.42,2.41,1.61,solid,1.788,,0.491,0.001711,0.784,0,42.333,False,,,,,False,12,bullish,ambiguous,False,False,True,bearish,1.11091,158.5,False,,,SWEPT_LOW,intact,swept,intact,intact,5.528,19.75,PW,PW,False,1.0,PD,,,,,,,,56.0,low,0.0,0.0,False,,,,,,0,,,,,"pd,pw,eq",2016-02-08T11:00:00+00:00,1,2016-02-08T11:00:00+00:00,SHORT,,aligned,75.3,False,0,no_fvg,London,NY,True,True,Both,,,0.7813,1.12468,1.08142,premium,both_premium,1.677,0.515,0.292,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
A7988,EURUSD,2016-02-08T15:00:00+00:00,2016-02-08T16:00:00+00:00,2016-02-08T17:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.11865,1.12019,1.12039,1.11711,,1.0,,1.11711,1.0,wick,,,,,,,,False,triple,tp1,1.11711,0.885,1.0,0.0,221.25,True,,0.885,-0.0,1.0,,,,,,,0.74,1,1,-1,81.0,26.0,32,premium,1.0,True,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-02-05T07:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.82,0.91,0.6,marginal,0.57,0.982,2.705,0.002351,0.313,3,40.952,False,,,,,False,15,bullish,ambiguous,False,False,True,bearish,1.10862,74.5,False,False,False,SWEPT_LOW,intact,swept,intact,intact,2.564,15.833,PW,PW,False,1.0,PD,,,16.029,2.0,True,,,56.0,low,0.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-02-08T14:00:00+00:00,3,2016-02-05T14:00:00+00:00,SHORT,,aligned,87.8,False,0,fresh,London,NY,True,True,Both,,,0.8606,1.12468,1.08142,premium,both_premium,1.221,0.515,0.292,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
